frequency_hz,comsol_s11_db,comsol_s12_db,comsol_s21_db,comsol_s22_db,delta_s11_complex,delta_s11_db,delta_s12_complex,delta_s12_db,delta_s21_complex,delta_s21_db,delta_s22_complex,delta_s22_db,hfss_s11_db,hfss_s12_db,hfss_s21_db,hfss_s22_db
4250000000.0,-23.734200302313482,-0.736742610803625,-0.7367487425530268,-23.718012206408446,0.032310313206836055,5.760989888492176,0.09991000357570609,0.029916604363345534,0.09991047949369933,0.029910472613934203,0.034255888539267344,6.342628778471131,-29.49519019080566,-0.7666592151669706,-0.766659215166961,-30.060640984879576
4300000000.000001,-23.15012539419621,-0.7481960482384664,-0.7482026780665001,-23.140546542644913,0.03308695575620985,5.479343887607968,0.1008740331448133,0.028013558051834253,0.10087457973666687,0.028006928223800576,0.035115456567710514,5.909014075065901,-28.629469281804177,-0.7762096062903007,-0.7762096062903007,-29.049560617710814
4350000000.000001,-22.66458028505155,-0.7595428653632397,-0.7595501463628952,-22.662429334243676,0.03357176378134578,5.213028712359659,0.10181364082683454,0.02628150114504213,0.1018142398796501,0.026274220145386606,0.03568266450357286,5.53111608844992,-27.87760899741121,-0.7858243665082818,-0.7858243665082818,-28.193545422693596
4400000000.0,-22.26927876262713,-0.7707194350005337,-0.7707275124974806,-22.27545283379964,0.03375729241423641,4.9614383633874475,0.10273311387514085,0.024760304586728177,0.10273373807688607,0.02475222708978131,0.035949316720459125,5.194186694749195,-27.23071712601458,-0.7954797395872619,-0.7954797395872619,-27.469639528548836
4450000000.0,-21.958092135838786,-0.7816671301854528,-0.781676125650581,-21.97363889650381,0.033638887597646175,4.72248381393651,0.10363748304331354,0.023483000845643476,0.10363809542647522,0.02347400538051525,0.035909983220673604,4.887287455608071,-26.680575949775296,-0.8051501310310962,-0.8051501310310962,-26.860926352111882
4500000000.0,-21.726639499727817,-0.792334713526131,-0.7923447053670329,-21.75282683084836,0.0332148096299163,4.493579236484152,0.10453236945422564,0.02247434340362553,0.1045329237236328,0.02246435156272364,0.035562094882870404,4.602046065975539,-26.22021873621197,-0.8148090569297566,-0.8148090569297566,-26.3548728968239
4550000000.000001,-21.572007018503605,-0.8026805452102921,-0.8026915481399206,-21.61040241380601,0.032486371585703104,4.272033310884048,0.10542380245920902,0.021749617859809223,0.10542424454319921,0.0217386149301807,0.03490604083977631,4.331792533643213,-25.844040329387653,-0.8244301630701013,-0.8244301630701013,-25.942194947449224
4600000000.000001,-21.492565279783406,-0.8126745198180075,-0.8126864657797048,-21.545136223812907,0.031458112423251576,4.055177671939941,0.10631801322611956,0.021313757300168157,0.10631828423811132,0.021301811338470866,0.03394528008933226,4.070950889359292,-25.547742951723347,-0.8339882771181757,-0.8339882771181757,-25.6160871131722
4650000000.0,-21.487863857081702,-0.8222996484849558,-0.8223123729647523,-21.557112631047303,0.030138036105023146,3.8403774544153926,0.10722121017913559,0.02116080559597644,0.10722125068982509,0.02114808111617994,0.03268648554375575,3.8145905158261044,-25.328241311497095,-0.8434604540809323,-0.8434604540809323,-25.371703146873408
4700000000.0,-21.55859014664674,-0.8315532127794746,-0.8315664501624814,-21.647741916022056,0.028537969627051307,3.6249873388179523,0.10813934370276188,0.021273761345535047,0.10813909887915607,0.0212605239625282,0.031139749489689703,3.55806839787644,-25.183577485464692,-0.8528269741250096,-0.8528269741250096,-25.205810313898496
4750000000.0,-21.706585495547603,-0.8404474294409915,-0.8404608196375353,-21.819858457023006,0.026674135113976375,3.406280476381717,0.10907786859859492,0.02162482280104816,0.10907729349014618,0.021611432604504377,0.02931889987091573,3.2967106447548176,-25.11286597192932,-0.8620722522420396,-0.8620722522420396,-25.116569101777824
4800000000.000001,-21.934915809876834,-0.849009580159643,-0.8490226864185623,-22.0779195751183,0.024568117542281047,3.181362092777711,0.11004151356073627,0.022176041053939444,0.11004057771906142,0.022162934795020184,0.02724201759407075,3.0254887348787136,-25.116277902654545,-0.8711856212135825,-0.8711856212135825,-25.103408309997015
