frequency_hz,hfss_s11_db,comsol_s11_db,delta_s11_db,hfss_s11_phase_deg,comsol_s11_phase_deg,delta_s11_phase_deg,delta_s11_complex,hfss_s21_db,comsol_s21_db,delta_s21_db,hfss_s21_phase_deg,comsol_s21_phase_deg,delta_s21_phase_deg,delta_s21_complex,hfss_s12_db,comsol_s12_db,delta_s12_db,hfss_s12_phase_deg,comsol_s12_phase_deg,delta_s12_phase_deg,delta_s12_complex,hfss_s22_db,comsol_s22_db,delta_s22_db,hfss_s22_phase_deg,comsol_s22_phase_deg,delta_s22_phase_deg,delta_s22_complex
8050000000.000001,-24.036913042970028,-20.22498910298765,3.8119239399823783,71.4310049964894,60.425516557229315,-11.005488439260091,0.037727604195632584,-1.5552364779057286,-1.5924001660278073,-0.03716368812207871,149.940715524183,138.4366559265234,-11.504059597659591,0.16726564032893126,-1.5552364779057286,-1.5923795553301459,-0.03714307742441725,149.940715524183,138.4365909311039,-11.504124593079098,0.16726673795531513,-23.913769138284295,-20.3490957609593,3.5646733773249935,74.2807902950668,60.70117945654595,-13.579610838520836,0.037253598697464
8100000000.0,-24.21247154630261,-20.711605289240165,3.5008662570624445,67.70019125521,57.04071973247309,-10.659471522736908,0.033613584075590515,-1.567473083617989,-1.6013973205581278,-0.033924236940138686,143.97202932857,132.40393199944424,-11.568097329125749,0.16798138513981414,-1.5674730836179367,-1.601377266944633,-0.0339041833266962,143.97202932857,132.4038503001435,-11.5681790284265,0.1679827236819809,-24.07449005972746,-20.862404042144853,3.2120860175826067,70.507995828751,56.85067749150836,-13.657318337242657,0.033223937631471086
8150000000.0,-24.47525195334847,-21.301391831747843,3.173860121600626,64.1267218418007,54.040340361059876,-10.08638148074084,0.02921036097402335,-1.5794596255892521,-1.610082479626681,-0.030622854037428926,138.00022553259,126.36333891668633,-11.636886615903677,0.1687697305854843,-1.5794596255892521,-1.6100636288172958,-0.030604003228043686,138.00022553259,126.36323989330762,-11.636985639282386,0.16877131309533394,-24.32006944273858,-21.490428974984507,2.8296404677540714,66.9104597940531,53.33322736540537,-13.577232428647733,0.028892222085275334
8200000000.000001,-24.82856764395961,-22.00204831582142,2.8265193281381897,60.7702669174061,51.56427651445089,-9.205990402955194,0.024575138805029425,-1.5912144779850692,-1.618619404490308,-0.027404926505238736,132.024924583282,120.31452521497158,-11.71039936831042,0.16962855907505864,-1.5912144779851007,-1.6186024065295554,-0.02738792854445471,132.024924583281,120.31440919717073,-11.710515386110274,0.1696303742062146,-24.652771563085814,-22.24612780707606,2.4066437560097533,63.54816443733729,50.278814488785954,-13.269349948551337,0.024299530278734136
8250000000.0,-25.2768483438363,-22.820609236448597,2.4562391073877023,57.7068817124676,49.81173583113402,-7.895145881333576,0.019787302828421928,-1.6027669890061422,-1.6271800230271758,-0.024413034021033564,126.04577981240801,114.2573637258113,-11.788416086596726,0.17055267028656154,-1.6027669890061735,-1.6271654718210515,-0.024398482814877998,126.04577981240702,114.2572320696117,-11.788547742795316,0.17055469181905522,-25.075594703336304,-23.144931021385226,1.9306636819510778,60.49718478109631,47.88144041436405,-12.615744366732258,0.019492655174378513
8300000000.000001,-25.825413731792896,-23.7599972380414,2.0654164937514956,55.0372208621011,49.07025129471722,-5.966969567383899,0.01497921045613899,-1.6141563042253424,-1.6359374410619312,-0.021781136836588777,120.062490914453,108.19195935740511,-11.870531557047883,0.17153395853838718,-1.6141563042253526,-1.63592580758,-0.021769503354647446,120.062490914453,108.1918143843189,-11.87067653013409,0.1715361470614444,-25.59185636183681,-24.20321861703444,1.3886377448023701,57.856982193007596,46.4403540667875,-11.416628126220104,0.014527844491713227
8350000000.0,-26.47985317443119,-24.810854463482013,1.6689987109491788,52.898536533995305,49.75243478467654,-3.146101749318774,0.010447999141191202,-1.6254298123192852,-1.6450587764127702,-0.019628964093485024,114.074815612463,102.11864728635005,-11.956168326112959,0.17256172433491535,-1.6254298123192221,-1.6450503466292918,-0.019620534310069715,114.074815612462,102.11849206483036,-11.956323547631655,0.17256403124531364,-26.204315502855806,-25.432561486662703,0.7717540161931034,55.7604978846658,46.42924864180639,-9.331249242859428,0.009487149038271006
8400000000.0,-27.244500308951185,-25.9336167178689,1.310883591082284,51.4820967096152,52.42021486208708,0.9381181524718727,0.007116148456374879,-1.6366412745289238,-1.6546981230253484,-0.018056848496424527,108.082579049894,96.03798132515804,-12.04459772473595,0.17362310867645123,-1.636641274528892,-1.654692953596029,-0.018051679067137005,108.082579049894,96.03781931062574,-12.044759739268272,0.17362548207273817,-26.913340628551996,-26.82181434131727,0.09152628723472489,54.387635889317,48.599528675524766,-5.7881072137922445,0.004604709311848628
8450000000.000001,-28.118908551533938,-27.025210932319958,1.0936976192139802,51.057089652108004,57.713341340543096,6.656251688435077,0.007165611970451685,-1.647848712285791,-1.664989963718644,-0.017141251432853055,102.085680532469,89.9507126777974,-12.1349678546716,0.17470363135072245,-1.6478487122858143,-1.664987866535791,-0.017139154249976585,102.085680532468,89.9505472676372,-12.135133264830813,0.17470602282644704,-27.713189159286543,-28.288105287194686,-0.5749161279081427,53.9812309504445,54.059418792917846,0.07818784247334065,0.002635902529665845
8500000000.0,-29.090114791688293,-27.882074907754536,1.2080398839337576,51.9975985140685,65.9789087739807,13.98131025991222,0.010555453392447896,-1.6591121379523655,-1.6760433451084575,-0.016931207156092087,96.0840973464913,83.85775977165555,-12.226337574835753,0.1757878080773446,-1.6591121379524285,-1.676043905879459,-0.01693176792703044,96.0840973464911,83.85759385972125,-12.226503486769843,0.1757901790806767,-28.584795409492493,-29.575212947420127,-0.9904175379276339,54.859130161924796,63.97127980346139,9.112149641536604,0.0068761752437143525
