frequency_hz,reference_s11_db,rebuilt_s11_db,delta_s11_db,delta_s11_complex,delta_s11_phase_deg,reference_s21_db,rebuilt_s21_db,delta_s21_db,delta_s21_complex,delta_s21_phase_deg,reference_s12_db,rebuilt_s12_db,delta_s12_db,delta_s12_complex,delta_s12_phase_deg,reference_s22_db,rebuilt_s22_db,delta_s22_db,delta_s22_complex,delta_s22_phase_deg
3800000000.0,-34.714497575865956,-34.71449757592012,-5.416467274699244e-11,1.773053305744723e-13,4.218065896566259e-10,-0.6857789522438097,-0.6857789522437628,4.6851411639181606e-14,2.661513102520049e-13,-1.6484591469634324e-11,-0.6857789522438097,-0.6857789522437628,4.6851411639181606e-14,2.661513102520049e-13,-1.6484591469634324e-11,-37.37934612894198,-37.379346129022785,-8.080291991063859e-11,1.6845112973097916e-13,4.746993909066077e-10
3850000000.0,-35.70407476869315,-35.7040747687216,-2.845013113983441e-11,1.5617325812471794e-13,5.123865776113234e-10,-0.694283628763217,-0.6942836287631795,3.752553823233029e-14,2.031646859535922e-13,-1.261923898709938e-11,-0.694283628763217,-0.6942836287631898,2.7200464103316335e-14,2.031442695553219e-13,-1.261923898709938e-11,-39.63407303189149,-39.63407303195861,-6.711786681989906e-11,1.5862612833864924e-13,7.505036592192482e-10
3900000000.0,-36.239403589355945,-36.23940358935195,3.993250174971763e-12,1.355408090382355e-13,5.030074134992901e-10,-0.7028946913748247,-0.7028946913747964,2.8310687127941492e-14,1.4173618066210867e-13,-8.810729923425242e-12,-0.7028946913748247,-0.7028946913747871,3.7636560534792807e-14,1.417577821078126e-13,-8.810729923425242e-12,-41.30611409675335,-41.306114096758,-4.654054919228656e-12,1.443676176256109e-13,9.608811524230987e-10
3950000000.0,-36.074583757103426,-36.07458375707419,2.923883357652812e-11,1.1565099477654218e-13,3.7499603422475047e-10,-0.7116242937773009,-0.7116242937772821,1.8762769116165146e-14,8.062996149502324e-14,-5.002220859751105e-12,-0.7116242937773009,-0.7116242937772821,1.8762769116165146e-14,8.062996149502324e-14,-5.002220859751105e-12,-40.892959646832246,-40.892959646766755,6.549072395500843e-11,1.2567444646951656e-13,6.709797162329778e-10
4000000000.0,-35.25973551898921,-35.25973551895202,3.7189806789683644e-11,9.708048098806535e-14,2.0901325115119107e-10,-0.7204808588967093,-0.720480858896681,2.8310687127941492e-14,1.9440918371090708e-14,-1.1937117960769683e-12,-0.7204808588967093,-0.7204808588966906,1.8762769116165146e-14,1.9309110308320713e-14,-1.1937117960769683e-12,-38.780311973267125,-38.780311973198586,6.853895229141926e-11,1.0464881696854492e-13,2.590070380392717e-10
4050000000.0,-34.08374439152004,-34.08374439148733,3.271338755439501e-11,7.959994780202013e-14,8.202505341614597e-11,-0.7294686420813988,-0.729468642081379,1.9872992140790302e-14,3.2366107453240764e-14,1.9895196601282805e-12,-0.7294686420813988,-0.7294686420813694,2.942091015256665e-14,3.240672356130376e-14,1.9895196601282805e-12,-36.43943448142118,-36.439434481374775,4.640554607249214e-11,8.188443174031221e-14,5.6985527407960035e-11
4099999999.9999995,-32.81328418201913,-32.81328418199494,2.419398015263141e-11,6.394630073962646e-14,1.3983481039758772e-11,-0.7385874357133776,-0.7385874357133386,3.8968828164342995e-14,9.621466183671383e-14,5.9969806898152456e-12,-0.7385874357133776,-0.7385874357133386,3.8968828164342995e-14,9.621466183671383e-14,5.9969806898152456e-12,-34.39393742417002,-34.393937424143466,2.6552982035354944e-11,5.854333766071577e-14,-1.6001422409317456e-11
4150000000.0000005,-31.593652286882083,-31.593652286865815,1.6267875935227494e-11,4.991323085955231e-14,-1.6967760529951192e-11,-0.7478324333362708,-0.7478324333362405,3.0309088572266774e-14,1.2820596917628732e-13,8.01492205937393e-12,-0.7478324333362708,-0.747832433336232,3.885780586188048e-14,1.282550882226954e-13,8.01492205937393e-12,-32.68437906328933,-32.68437906327675,1.2576606422953773e-11,3.616110476800019e-14,-3.299760464869905e-11
4200000000.0,-30.482571940054903,-30.48257194004477,1.0132339411939029e-11,3.7263928468605785e-14,-2.5011104298755527e-11,-0.757194265759647,-0.7571942657596186,2.842170943040401e-14,1.7583319041024643e-13,1.0999201549566351e-11,-0.7571942657596564,-0.7571942657596091,4.729550084903167e-14,1.7591757087171512e-13,1.0999201549566351e-11,-31.258100951463796,-31.258100951460207,3.588240815588506e-12,1.7501773620471847e-14,-2.7995383788947947e-11
4250000000.0,-29.49519019080566,-29.495190190799804,5.8548721426632255e-12,2.600346069775884e-14,-2.1998403099132702e-11,-0.766659215166961,-0.7666592151669326,2.842170943040401e-14,2.0788860174820375e-13,1.3017142919125035e-11,-0.7666592151669706,-0.7666592151669326,3.7969627442180354e-14,2.078700427937948e-13,1.3017142919125035e-11,-30.060640984879576,-30.06064098488146,-1.8829382497642655e-12,9.849368216477505e-15,-1.2988721209694631e-11
4300000000.0,-28.629469281804177,-28.629469281801132,3.0446756227320293e-12,1.5837889673251323e-14,-1.3983481039758772e-11,-0.7762096062903007,-0.7762096062902817,1.8984813721090177e-14,2.3919517380278917e-13,1.5006662579253316e-11,-0.7762096062903007,-0.7762096062902817,1.8984813721090177e-14,2.3919517380278917e-13,1.5006662579253316e-11,-29.049560617710814,-29.04956061771542,-4.60786964140425e-12,1.8786785824163216e-14,2.9842794901924208e-12
4350000000.0,-27.87760899741121,-27.877608997409897,1.3109513474773848e-12,7.051494525613318e-15,-5.002220859751105e-12,-0.7858243665082818,-0.7858243665082627,1.9095836023552692e-14,2.5475631943063183e-13,1.6001422409317456e-11,-0.7858243665082818,-0.7858243665082627,1.9095836023552692e-14,2.5475631943063183e-13,1.6001422409317456e-11,-28.193545422693596,-28.193545422698953,-5.357492227631155e-12,2.6638718480713002e-14,1.6996182239381596e-11
4400000000.0,-27.23071712601458,-27.2307171260142,3.801403636316536e-13,3.578883782998473e-15,3.979039320256561e-12,-0.7954797395872619,-0.7954797395872704,-8.43769498715119e-15,2.706455272620566e-13,1.6996182239381596e-11,-0.7954797395872619,-0.7954797395872704,-8.43769498715119e-15,2.706455272620566e-13,1.6996182239381596e-11,-27.469639528548836,-27.469639528553415,-4.579447931973846e-12,3.041790460157901e-14,2.802380549837835e-11
4450000000.0,-26.680575949775296,-26.680575949775292,3.552713678800501e-15,1.1326283635858978e-14,1.4011902749189176e-11,-0.8051501310310962,-0.8051501310311249,-2.864375403532904e-14,2.7115967239638126e-13,1.7053025658242404e-11,-0.8051501310310962,-0.8051501310311249,-2.864375403532904e-14,2.7115967239638126e-13,1.7053025658242404e-11,-26.860926352111882,-26.860926352114713,-2.8315128020039992e-12,3.0736543892462425e-14,3.399236447876319e-11
4500000000.0,-26.22021873621197,-26.220218736211915,5.3290705182007514e-14,1.9617888390789065e-14,2.2993162929196842e-11,-0.8148090569297566,-0.8148090569298243,-6.772360450213455e-14,2.864027738470316e-13,1.801936377887614e-11,-0.8148090569297566,-0.8148090569298243,-6.772360450213455e-14,2.864027738470316e-13,1.801936377887614e-11,-26.3548728968239,-26.354872896824318,-4.192202140984591e-13,2.948847369784455e-14,3.501554601825774e-11
4550000000.0,-25.844040329387653,-25.844040329387195,4.583000645652646e-13,2.7755576970881596e-14,3.100808498857077e-11,-0.8244301630701013,-0.8244301630701767,-7.538414337204813e-14,2.855765604548804e-13,1.7990942069445737e-11,-0.8244301630701013,-0.8244301630701873,-8.604228440844963e-14,2.856189797977094e-13,1.7990942069445737e-11,-25.942194947449224,-25.94219494744693,2.2950530365051236e-12,2.9577492699799685e-14,3.001332515850663e-11
4600000000.0,-25.547742951723347,-25.547742951722178,1.1688428003253648e-12,3.66276887670187e-14,3.89945853385143e-11,-0.8339882771181757,-0.8339882771182926,-1.1690648449302898e-13,2.6980897968868983e-13,1.6996182239381596e-11,-0.8339882771181757,-0.8339882771182926,-1.1690648449302898e-13,2.6980897968868983e-13,1.6996182239381596e-11,-25.6160871131722,-25.616087113167158,5.041300710217911e-12,3.5465952888518406e-14,2.000888343900442e-11
4650000000.0,-25.328241311497095,-25.328241311494928,2.1671553440683056e-12,4.678936063920104e-14,4.7407411329913884e-11,-0.8434604540809323,-0.8434604540810481,-1.1579626146840383e-13,2.6946532141461036e-13,1.6996182239381596e-11,-0.8434604540809323,-0.8434604540810576,-1.2534417948018017e-13,2.694992700359742e-13,1.6996182239381596e-11,-25.371703146873408,-25.371703146865784,7.624123554705875e-12,4.763786230360059e-14,5.9969806898152456e-12
4700000000.0,-25.183577485464692,-25.183577485461207,3.4852121189032914e-12,5.728245768043157e-14,5.4996007747831754e-11,-0.8528269741250096,-0.8528269741251437,-1.341149413747189e-13,2.379193435780364e-13,1.5006662579253316e-11,-0.8528269741250096,-0.8528269741251437,-1.341149413747189e-13,2.379193435780364e-13,1.5006662579253316e-11,-25.205810313898496,-25.20581031388869,9.805489753489383e-12,6.300526289442473e-14,-1.1709744285326451e-11
4750000000.0,-25.11286597192932,-25.112865971924144,5.17630383001233e-12,6.857769263209267e-14,6.201616997714154e-11,-0.8620722522420396,-0.8620722522421642,-1.2456702336294256e-13,2.2155298108943407e-13,1.4011902749189176e-11,-0.8620722522420396,-0.8620722522421642,-1.2456702336294256e-13,2.2155298108943407e-13,1.4011902749189176e-11,-25.116569101777824,-25.1165691017663,1.1525003174028825e-11,7.952513709879214e-14,-3.1093350116861984e-11
4800000000.0,-25.116277902654545,-25.116277902647298,7.247535904753022e-12,8.057690432232471e-14,6.8098415795248e-11,-0.8711856212135825,-0.8711856212136976,-1.1513012765362873e-13,2.0601088706497313e-13,1.3017142919125035e-11,-0.8711856212135825,-0.8711856212136976,-1.1513012765362873e-13,2.0601088706497313e-13,1.3017142919125035e-11,-25.103408309997015,-25.10340830998432,1.269384597435419e-11,9.528241172395739e-14,-5.1386450650170445e-11
4850000000.0,-25.195070285037215,-25.195070285027484,9.730882766234572e-12,9.321669110594165e-14,7.290168468898628e-11,-0.880161952809807,-0.8801619528099031,-9.603429163007604e-14,1.7364995453407503e-13,1.0999201549566351e-11,-0.8801619528098176,-0.8801619528099031,-8.548717289613705e-14,1.7360143183104473e-13,1.0999201549566351e-11,-25.166978529870686,-25.166978529857367,1.3319123581823078e-11,1.0881802592466564e-13,-7.111111699487083e-11
4900000000.0,-25.35166702068095,-25.35166702066828,1.2668976978602586e-11,1.0623988839667576e-13,7.560174708487466e-11,-0.8890020870687171,-0.8890020870687758,-5.873079800267078e-14,1.5764955849519758e-13,1.000444171950221e-11,-0.8890020870687171,-0.8890020870687758,-5.873079800267078e-14,1.5764955849519758e-13,1.000444171950221e-11,-25.309176534904307,-25.30917653489083,1.34754429836903e-11,1.1900953600471622e-13,-8.878942026058212e-11
4950000000.0,-25.589801598165632,-25.589801598149563,1.6068923969214666e-11,1.1928920788416867e-13,7.540279511886183e-11,-0.8977130457217737,-0.8977130457217832,-9.547918011776346e-15,1.2612959358812004e-13,8.01492205937393e-12,-0.8977130457217737,-0.897713045721793,-1.9317880628477724e-14,1.2612525698882012e-13,8.01492205937393e-12,-25.533240703558256,-25.533240703544987,1.3269385590319871e-11,1.2526088249512807e-13,-1.0368239600211382e-10
5000000000.0,-25.914736103048156,-25.914736103028254,1.9902302028640406e-11,1.3220504404896977e-13,7.179323802120052e-11,-0.9063080131894516,-0.906308013189412,3.963496197911809e-14,9.500402293080988e-14,6.0254023992456496e-12,-0.9063080131894516,-0.906308013189412,3.963496197911809e-14,9.500402293080988e-14,6.0254023992456496e-12,-25.843924143037015,-25.84392414302409,1.2924772363476222e-11,1.274121100622278e-13,-1.149089712271234e-10
5050000000.0,-26.33357690671462,-26.333576906690507,2.4112267738019e-11,1.4413897782353298e-13,6.338041202980094e-11,-0.9148060768606304,-0.9148060768605437,8.670841822322473e-14,6.296383986933677e-14,3.979039320256561e-12,-0.9148060768606304,-0.9148060768605524,7.80486786311485e-14,6.282332143745565e-14,3.979039320256561e-12,-26.247757582545713,-26.24775758253309,1.262279170077818e-11,1.2550856772012363e-13,-1.219007117470028e-10
5100000000.0,-26.85571214239478,-26.85571214236606,2.872013737942325e-11,1.5519696879560656e-13,4.928324415232055e-11,-0.9232317273485144,-0.9232317273483974,1.170175067954915e-13,2.0140375931321964e-14,1.0231815394945443e-12,-0.9232317273485144,-0.9232317273483879,1.2656542480726785e-13,3.421450869869461e-14,1.9895196601282805e-12,-26.753416169479088,-26.753416169466444,1.2644107982850983e-11,1.205230664791432e-13,-1.2499867807491682e-10
5150000000.0,-27.493392963571193,-27.49339296353758,3.361222411513154e-11,1.6459801961740216e-13,2.7995383788947947e-11,-0.931614128799326,-0.9316141287991714,1.546540673302843e-13,1.6034172862738674e-14,0.0,-0.931614128799326,-0.931614128799181,1.4499512701604544e-13,1.501102001881936e-14,0.0,-27.372195077480058,-27.372195077466706,1.3351098004932282e-11,1.1402913427862243e-13,-1.2468603927118238e-10
5200000000.0,-28.262446690104426,-28.262446690065705,3.872102638524666e-11,1.722051084178193e-13,-2.5011104298755527e-12,-0.9399861787978658,-0.9399861787977198,1.4599432773820809e-13,3.496550431028901e-14,-2.0179413695586845e-12,-0.9399861787978658,-0.9399861787977102,1.5565326805244695e-13,3.540097184343981e-14,-2.0179413695586845e-12,-28.118553418784792,-28.118553418769796,1.4996004438216914e-11,1.0803192086346432e-13,-1.226965196110541e-10
5250000000.0,-29.182970567949518,-29.18297056790564,4.3876013933186186e-11,1.7760694283731875e-13,-4.501998773775995e-11,-0.9483833866125191,-0.9483833866123642,1.5487611193520934e-13,4.9939091678105995e-14,-3.0411229090532288e-12,-0.9483833866125191,-0.9483833866123642,1.5487611193520934e-13,4.9939091678105995e-14,-3.0411229090532288e-12,-29.010527913462816,-29.01052791344485,1.7966073073694133e-11,1.0502167772376413e-13,-1.2158807294326834e-10
5300000000.0,-30.279363725777454,-30.279363725728725,4.872902081842767e-11,1.8050279649115327e-13,-1.0359713087382261e-10,-0.9568426070685897,-0.9568426070684422,1.475486399726833e-13,6.47010746472676e-14,-4.035882739117369e-12,-0.9568426070685799,-0.956842607068453,1.268984917146554e-13,6.41060550430957e-14,-4.035882739117369e-12,-30.06930936349891,-30.06930936347632,2.2588153569813585e-11,1.0692297908243291e-13,-1.261923898709938e-10
5350000000.0,-31.577383981065672,-31.577383981013107,5.256595159153221e-11,1.8089074112145942e-13,-1.8499690668249968e-10,-0.9654006748389664,-0.9654006748388694,9.703349235223868e-14,7.849946108552948e-14,-5.002220859751105e-12,-0.9654006748389664,-0.9654006748388694,9.703349235223868e-14,7.849946108552948e-14,-5.002220859751105e-12,-31.315666150205615,-31.315666150176536,2.90789614609821e-11,1.138642207151297e-13,-1.4429701877816115e-10
5400000000.0,-33.09030784703626,-33.09030784698282,5.3439919156517135e-11,1.786355754185896e-13,-2.985984792758245e-10,-0.9740929899996549,-0.974092989999588,6.683542608243442e-14,9.371617805316162e-14,-5.9969806898152456e-12,-0.9740929899996549,-0.974092989999588,6.683542608243442e-14,9.371617805316162e-14,-5.9969806898152456e-12,-32.75589033478689,-32.755890334749964,3.6926905977452407e-11,1.2420608269578937e-13,-1.9019807950826362e-10
5450000000.0,-34.76893580086858,-34.768935800822064,4.651923291021376e-11,1.7394212414318778e-13,-4.5127990233595483e-10,-0.982952109945088,-0.9829521099450987,-1.0769163338864018e-14,9.656470809104954e-14,-6.195932655828074e-12,-0.982952109945088,-0.9829521099451084,-2.042810365310288e-14,9.658031435890841e-14,-6.195932655828074e-12,-34.33590711797144,-34.33590711792782,4.362021854831255e-11,1.3558657126272968e-13,-2.8458657652663533e-10
5500000000.0,-36.357686271652916,-36.35768627163065,2.226840933872154e-11,1.6692135224072843e-13,-6.11407813266851e-10,-0.9920064048772295,-0.9920064048772976,-6.816769371198461e-14,9.217396433428652e-14,-5.9117155615240335e-12,-0.9920064048772295,-0.9920064048772976,-6.816769371198461e-14,9.217396433428652e-14,-5.9117155615240335e-12,-35.82081342962186,-35.82081342958079,4.106937012693379e-11,1.454778682277448e-13,-4.38205915997969e-10
5550000000.0,-37.20266806311139,-37.20266806313329,-2.1898927116126288e-11,1.5788021842201885e-13,-6.393747753463686e-10,-1.001278833826733,-1.00127883382686,-1.2678746941219288e-13,8.354390568885283e-14,-5.286437954055145e-12,-1.001278833826733,-1.00127883382686,-1.2678746941219288e-13,8.354390568885283e-14,-5.286437954055145e-12,-36.64871230401934,-36.64871230400156,1.7777779248717707e-11,1.521803474590646e-13,-5.811102710140403e-10
5600000000.0,-36.681272667355394,-36.68127266741135,-5.595524044110789e-11,1.472737205272657e-13,-4.420144250616431e-10,-1.0107858954011735,-1.0107858954013695,-1.9606538614880265e-13,6.9761970476967e-14,-4.320099833421409e-12,-1.0107858954011832,-1.0107858954013489,-1.6564527527407336e-13,6.892858452882055e-14,-4.320099833421409e-12,-36.2659284425566,-36.26592844257383,-1.723066134218243e-11,1.5461897699485052e-13,-5.650235834764317e-10
5650000000.0,-35.146596377157984,-35.14659637721729,-5.930900215389556e-11,1.3565386830059788e-13,-2.1100277081131935e-10,-1.0205368021655983,-1.0205368021658348,-2.3647750424515834e-13,5.245612876513136e-14,-3.0127011996228248e-12,-1.020536802165608,-1.0205368021658348,-2.2670754162845697e-13,5.205090351437619e-14,-3.0127011996228248e-12,-34.90463392814721,-34.90463392818451,-3.729638820004766e-11,1.5165746683957688e-13,-4.1600856093282346e-10
5700000000.0,-33.348983967024694,-33.348983967073316,-4.8622439408063656e-11,1.2347859497321798e-13,-7.298694981727749e-11,-1.0305329198732112,-1.0305329198734652,-2.540190280342358e-13,3.376104977513467e-14,-1.3926637620897964e-12,-1.0305329198732014,-1.0305329198734552,-2.537969834293108e-13,3.3794621717392116e-14,-1.3926637620897964e-12,-33.22013180538689,-33.22013180542705,-4.015987542516086e-11,1.4327010161712614e-13,-2.6699353838921525e-10
5750000000.0,-31.665378083133113,-31.665378083170044,-3.693045869113121e-11,1.1104621750867225e-13,-6.991740519879386e-12,-1.0407675029445398,-1.0407675029448344,-2.9465319073551655e-13,3.14018491736755e-14,5.968558980384842e-13,-1.0407675029445398,-1.0407675029448136,-2.737809978725636e-13,2.948436533218014e-14,5.968558980384842e-13,-31.59672273666161,-31.5967227366965,-3.488764832582092e-11,1.2925626509146854e-13,-1.6200374375330284e-10
5800000000.0,-30.191778845788086,-30.19177884581566,-2.7572610861170688e-11,9.891117531889399e-14,2.1998403099132702e-11,-1.051225746042195,-1.0512257460424594,-2.644551244657123e-13,4.708405977450322e-14,2.5011104298755527e-12,-1.051225746042195,-1.05122574604244,-2.4491519923230953e-13,4.596806002266827e-14,2.5011104298755527e-12,-30.15404104194606,-30.154041041973546,-2.7487345732879476e-11,1.1148982984272896e-13,-9.703171599539928e-11
5850000000.0,-28.927227499548707,-28.92722749956922,-2.0513368781394092e-11,8.726967174539567e-14,3.498712430882733e-11,-1.061885158816063,-1.0618851588162983,-2.353672812205332e-13,7.507028940392494e-14,4.604316927725449e-12,-1.061885158816063,-1.0618851588162799,-2.169375790117556e-13,7.447072833623972e-14,4.604316927725449e-12,-28.905573890670524,-28.905573890690455,-1.993072373807081e-11,8.995844917850972e-14,-5.803713065688498e-11
5900000000.0,-27.84767768064958,-27.847677680664717,-1.5138112985368934e-11,7.579439443171802e-14,3.89945853385143e-11,-1.0727162574970843,-1.0727162574972688,-1.8451906669270102e-13,1.0361373110924563e-13,6.59383658785373e-12,-1.0727162574970843,-1.0727162574972513,-1.6697754290362354e-13,1.0330492505711503e-13,6.59383658785373e-12,-27.834565477450013,-27.83456547746326,-1.3248069308247068e-11,6.721456644319028e-14,-3.700506567838602e-11
5950000000.0,-26.92772772961674,-26.927727729627637,-1.0896172852881136e-11,6.504826490030745e-14,4.098410499864258e-11,-1.0836835536247218,-1.0836835536248692,-1.474376176702208e-13,1.3494946965825566e-13,8.697043085703626e-12,-1.0836835536247218,-1.0836835536248388,-1.170175067954915e-13,1.3317725631358232e-13,8.611777957412414e-12,-26.919244152792817,-26.91924415280041,-7.59214913159667e-12,4.476018479877608e-14,-2.7000623958883807e-11
6000000000.0,-26.145839919641062,-26.14583991964839,-7.329248319365433e-12,5.4547031599243025e-14,4.101252670807298e-11,-1.094746807443612,-1.0947468074436908,-7.882583474838611e-14,1.6162288795522626e-13,1.0487610779819079e-11,-1.094746807443612,-1.094746807443661,-4.907185768843192e-14,1.5998225182488074e-13,1.0402345651527867e-11,-26.13993994638357,-26.13993994638667,-3.097966327914037e-12,2.6467481228476767e-14,-2.2964741219766438e-11
6050000000.0,-25.48489928959905,-25.4848992896032,-4.149569576838985e-12,4.499368916556141e-14,4.001776687800884e-11,-1.1058625019847628,-1.1058625019847825,-1.9761969838327786e-14,1.87504253209929e-13,1.2192913345643319e-11,-1.1058625019847628,-1.1058625019847628,0.0,1.8748347919316547e-13,1.2192913345643319e-11,-25.480543995186167,-25.480543995185872,2.948752353404416e-13,2.235626035586274e-14,-2.3987922759260982e-11
6100000000.0,-24.931626272816256,-24.93162627281741,-1.1546319456101628e-12,3.9324634840393006e-14,3.89945853385143e-11,-1.1169854840715912,-1.1169854840715319,5.928590951498336e-14,2.0575910412064602e-13,1.3415046851150692e-11,-1.1169854840715912,-1.1169854840715219,6.927791673660977e-14,2.042364115521763e-13,1.3301360013429075e-11,-24.9283475151538,-24.92834751515113,2.668087972779176e-12,3.0257680201520466e-14,-2.5011104298755527e-11
6150000000.0,-24.47584064258079,-24.475840642578973,1.815436689867056e-12,3.9547156255231705e-14,3.5981884138891473e-11,-1.1280707108691725,-1.1280707108690726,9.992007221626409e-14,2.240003717841985e-13,1.460875864722766e-11,-1.1280707108691725,-1.1280707108690529,1.1968204205459188e-13,2.2252839186952902e-13,1.4495071809506044e-11,-24.473514646033415,-24.4735146460292,4.213518423057394e-12,3.83083013463878e-14,-2.3987922759260982e-11
6200000000.0,-24.10983191944522,-24.10983191944045,4.771294470629073e-12,4.857093061749896e-14,3.171862772433087e-11,-1.139075035414471,-1.1390750354143322,1.3877787807814457e-13,2.3736522991620423e-13,1.5489831639570184e-11,-1.139075035414471,-1.1390750354143224,1.4854784069484595e-13,2.3695023173236277e-13,1.546140993013978e-11,-24.108560208180677,-24.10856020817559,5.087485988042317e-12,4.34065906600764e-14,-2.1600499167107046e-11
6250000000.0,-23.827876843934686,-23.827876843926994,7.691625114603085e-12,6.304989061445252e-14,2.3987922759260982e-11,-1.1499589619908532,-1.1499589619906958,1.574296248918472e-13,2.4392095075192745e-13,1.5916157281026244e-11,-1.1499589619908532,-1.149958961990695,1.5831780331154732e-13,2.431653617199741e-13,1.5859313862165436e-11,-23.827925652874388,-23.827925652868842,5.545786052607582e-12,4.426930105789099e-14,-1.460875864722766e-11
6300000000.0,-23.625888256864837,-23.625888256854317,1.0519585202928283e-11,8.117137861026705e-14,1.290345608140342e-11,-1.1606883022913865,-1.1606883022912367,1.4988010832439613e-13,2.498292852884681e-13,1.6342482922482304e-11,-1.1606883022913865,-1.1606883022912367,1.4988010832439613e-13,2.490632566266387e-13,1.6285639503621496e-11,-23.627662383165095,-23.627662383159247,5.8477667153056245e-12,4.44646179151397e-14,-3.296918293926865e-12
6350000000.0,-23.501170435976213,-23.501170435963047,1.3166356893634656e-11,1.0133391878827034e-13,-1.9895196601282805e-12,-1.1712356659964183,-1.171235665996298,1.2034817586936697e-13,2.516350549081321e-13,1.6484591469634324e-11,-1.1712356659964183,-1.171235665996298,1.2034817586936697e-13,2.494952397358213e-13,1.6342482922482304e-11,-23.505209860222237,-23.50520986021598,6.256328788367682e-12,5.0424647017363375e-14,1.3017142919125035e-11
6400000000.0,-23.45225954905741,-23.452259549041962,1.5447199075424578e-11,1.2197454808119676e-13,-2.0804691303055733e-11,-1.1815817245374647,-1.1815817245373852,7.949196856316121e-14,2.484513200913311e-13,1.63140612130519e-11,-1.1815817245374647,-1.1815817245373852,7.949196856316121e-14,2.484513200913311e-13,1.63140612130519e-11,-23.459253861360956,-23.45925386135392,7.037925797703792e-12,6.68827831764345e-14,3.319655661471188e-11
6450000000.0,-23.478834108308728,-23.478834108291515,1.7212897773788427e-11,1.4232290995188212e-13,-4.3797854232252575e-11,-1.1917161942298629,-1.1917161942298442,1.865174681370263e-14,2.43419968053252e-13,1.6001422409317456e-11,-1.1917161942298642,-1.1917161942298442,1.9984014443252818e-14,2.449143185007653e-13,1.6086687537608668e-11,-23.48965400641579,-23.489654006407356,8.43414227347239e-12,9.295527191596178e-14,5.690026227966882e-11
6500000000.0,-23.58168629260601,-23.581686292587708,1.830002815950138e-11,1.6131079673216675e-13,-7.008793545537628e-11,-1.2016384943877605,-1.2016384943878107,-5.0182080713057076e-14,2.371447035805736e-13,1.56035184772918e-11,-1.2016384943877505,-1.2016384943878204,-6.994405055138486e-14,2.3716355080987465e-13,1.56035184772918e-11,-23.597434852681346,-23.597434852670695,1.0651035609043902e-11,1.2488415760190157e-13,8.239453563874122e-11
6550000000.0,-23.762750151444763,-23.762750151426264,1.8498980125514208e-11,1.7811431559702818e-13,-9.939071787812281e-11,-1.2113580472062955,-1.2113580472064163,-1.2079226507921703e-13,2.295749884065563e-13,1.5091927707544528e-11,-1.2113580472062966,-1.2113580472064265,-1.2989609388114332e-13,2.295368651230905e-13,1.5091927707544528e-11,-23.784840337856238,-23.784840337842446,1.3791634501103545e-11,1.5940402243727272e-13,1.0800249583553523e-10
6600000000.0,-24.025186949847676,-24.02518694982998,1.7696066834105295e-11,1.9226514742581666e-13,-1.304840679949848e-10,-1.2208941988001474,-1.2208941988003372,-1.8984813721090177e-13,2.1917222578196524e-13,1.4381384971784428e-11,-1.2208941988001574,-1.2208941988003472,-1.8984813721090177e-13,2.175110801178071e-13,1.4296119843493216e-11,-24.055457057882702,-24.05545705786483,1.787014980436652e-11,1.9333260518870378e-13,1.3159251466277055e-10
6650000000.0,-24.373530945872854,-24.373530945857134,1.5720758028692217e-11,2.0281551122439667e-13,-1.6189005691558123e-10,-1.230275754486932,-1.230275754487172,-2.4003021792395884e-13,2.0588028573623663e-13,1.3500311979441904e-11,-1.2302757544869332,-1.230275754487192,-2.589040093425865e-13,2.0919082549210407e-13,1.3699263945454732e-11,-24.414417969913913,-24.414417969891012,2.290079237354803e-11,2.2417039979528968e-13,1.5089085536601488e-10
6700000000.0,-24.813899346740243,-24.813899346727784,1.2459366871553357e-11,2.0952325204061997e-13,-1.9210233404010069e-10,-1.239540135822003,-1.2395401358222822,-2.7911006839076435e-13,1.9274603641277354e-13,1.2590817277668975e-11,-1.239540135821992,-1.2395401358223022,-3.1019631308026874e-13,1.9600908108116967e-13,1.2789769243681803e-11,-24.86870440477723,-24.868704404748566,2.866329396056244e-11,2.4907276620880564e-13,1.6351009435311425e-10
6750000000.0,-25.354263881349898,-25.354263881342014,7.883471653258312e-12,2.121786874414387e-13,-2.191029579989845e-10,-1.2487321816083596,-1.2487321816086803,-3.206324095117452e-13,1.781667649395703e-13,1.1596057447604835e-11,-1.2487321816083694,-1.2487321816086803,-3.1086244689504383e-13,1.7801453386661944e-13,1.1596057447604835e-11,-25.427568959752417,-25.42756895971753,3.488764832582092e-11,2.6587763176126655e-13,1.674038685450796e-10
6800000000.0,-26.00475668824442,-26.004756688242473,1.9468870959826745e-12,2.106392066533616e-13,-2.405897703283699e-10,-1.2579026296441311,-1.2579026296444322,-3.0109248427834245e-13,1.613309921645984e-13,1.0487610779819079e-11,-1.2579026296441311,-1.2579026296444322,-3.0109248427834245e-13,1.613309921645984e-13,1.0487610779819079e-11,-26.10309797438049,-26.103097974339345,4.11439771141886e-11,2.726933509226437e-13,1.6081003195722587e-10
