frequency_hz,reference_s11_db,rebuilt_s11_db,delta_s11_db,delta_s11_complex,delta_s11_phase_deg,reference_s21_db,rebuilt_s21_db,delta_s21_db,delta_s21_complex,delta_s21_phase_deg,reference_s12_db,rebuilt_s12_db,delta_s12_db,delta_s12_complex,delta_s12_phase_deg,reference_s22_db,rebuilt_s22_db,delta_s22_db,delta_s22_complex,delta_s22_phase_deg
6850000000.0,-26.777908026524187,-26.777908026529516,-5.329070518200751e-12,2.050881176145302e-13,-2.540048171795206e-10,-1.2671063297999914,-1.2671063298003025,-3.1108449149996886e-13,1.4050866980189577e-13,9.094947017729282e-12,-1.2671063297999914,-1.2671063298003025,-3.1108449149996886e-13,1.4050866980189577e-13,9.094947017729282e-12,-26.910896723234643,-26.910896723187797,4.6846082568663405e-11,2.6799882609016285e-13,1.4239276424632408e-10
6900000000.0,-27.688498890518392,-27.68849889053222,-1.382716163789155e-11,1.9565636044521211e-13,-2.559090717113577e-10,-1.276400251557179,-1.2764002515574415,-2.62456723021387e-13,1.1758776626748942e-13,7.617018127348274e-12,-1.276400251557179,-1.2764002515574315,-2.524647157997606e-13,1.1869611146855492e-13,7.702283255639486e-12,-27.87073834743954,-27.870738347388297,5.1244342103018425e-11,2.5119309850696796e-13,1.1220890883123502e-10
6950000000.0,-28.752108634344964,-28.752108634368327,-2.3362645151792094e-11,1.8291936075578346e-13,-2.4218138605647255e-10,-1.2858413597658014,-1.285841359766013,-2.1160850849355484e-13,9.294836294572639e-14,6.0254023992456496e-12,-1.2858413597658014,-1.285841359766013,-2.1160850849355484e-13,9.576386356226555e-14,6.195932655828074e-12,-29.006524452511155,-29.00652445245782,5.333333774615312e-11,2.2219659583469917e-13,7.190692485892214e-11
7000000000.0,-29.97975366402055,-29.97975366405398,-3.3431035717512714e-11,1.6728407925164246e-13,-2.0691004465334117e-10,-1.2954844404914132,-1.2954844404915744,-1.6120438317557273e-13,6.661116677705557e-14,4.320099833421409e-12,-1.2954844404914234,-1.2954844404915846,-1.6120438317557273e-13,6.958958958358539e-14,4.490630090003833e-12,-30.34324766716845,-30.343247667116504,5.1944226697742124e-11,1.8235622919400085e-13,2.688693712116219e-11
7050000000.0,-31.361514228868387,-31.361514228911375,-4.298783551348606e-11,1.4946986824523178e-13,-1.411990524502471e-10,-1.305379963822043,-1.305379963822164,-1.2101430968414206e-13,4.0784163516382946e-14,2.6147972675971687e-12,-1.3053799638220418,-1.305379963822154,-1.1213252548714081e-13,4.198092290157066e-14,2.7000623958883807e-12,-31.893149329874518,-31.893149329829022,4.5496051370719215e-11,1.332681114878514e-13,-9.805489753489383e-12
7100000000.0,-32.82230634688148,-32.82230634693063,-4.914824103252613e-11,1.3018042169075377e-13,-3.780087354243733e-11,-1.3155720719311315,-1.3155720719312225,-9.103828801926284e-14,1.483639369243417e-14,7.958078640513122e-13,-1.3155720719311315,-1.3155720719312225,-9.103828801926284e-14,1.611222520087567e-14,9.094947017729282e-13,-33.60652521736627,-33.60652521733277,3.349498456373112e-11,8.056076867697484e-14,-8.498091119690798e-12
7150000000.0,-34.12958295065005,-34.12958295069631,-4.626343752534012e-11,1.0977058245399984e-13,9.609379958419595e-11,-1.326096778193855,-1.3260967781939257,-7.061018436615996e-14,1.6412254652117554e-14,-9.947598300641403e-13,-1.326096778193855,-1.3260967781938946,-3.952393967665557e-14,1.5344491187168603e-14,-9.947598300641403e-13,-35.23209332233794,-35.23209332231707,2.0868640149274142e-11,4.815611747433647e-14,8.029132914089132e-11
7200000000.0,-34.830251212217576,-34.830251212247646,-3.007016857736744e-11,8.938937269159574e-14,2.0099832909181714e-10,-1.3369804565951813,-1.336980456595232,-5.062616992290714e-14,3.035201323415506e-14,-1.9895196601282805e-12,-1.3369804565951813,-1.336980456595232,-5.062616992290714e-14,3.035201323415506e-14,-1.9895196601282805e-12,-36.13268408562292,-36.13268408559771,2.5210056264768355e-11,8.327394760938937e-14,2.5647750589996576e-10
7250000000.0,-34.5428730085585,-34.542873008567305,-8.803624496067641e-12,6.929370997278738e-14,2.0369839148770552e-10,-1.348238690149473,-1.348238690149555,-8.215650382226158e-14,6.064399551516741e-14,-4.035882739117369e-12,-1.3482386901494845,-1.348238690149555,-7.061018436615996e-14,6.04451186120023e-14,-4.035882739117369e-12,-35.695392405590326,-35.69539240553615,5.417888360170764e-11,1.4184329503091618e-13,3.425952854740899e-10
7300000000.0,-33.443434127033406,-33.4434341270303,3.105071755271638e-12,5.032642691591692e-14,1.339799382549245e-10,-1.3598755329209196,-1.3598755329210301,-1.1057821325266559e-13,7.521750749918642e-14,-5.002220859751105e-12,-1.3598755329209196,-1.359875532921021,-1.0147438445073931e-13,7.51211922342576e-14,-5.002220859751105e-12,-34.24960364582076,-34.24960364574026,8.050449196161935e-11,1.9963854717705387e-13,2.5701751837914344e-10
7350000000.0,-32.02126873268485,-32.02126873268001,4.845901457883883e-12,3.287440888989679e-14,6.801315066695679e-11,-1.371883223104919,-1.3718832231051041,-1.851852005074761e-13,7.687466743738329e-14,-5.002220859751105e-12,-1.371883223104919,-1.3718832231050928,-1.7386092565629951e-13,7.662380975044361e-14,-5.002220859751105e-12,-32.53129149221314,-32.531291492123046,9.00968188943807e-11,2.4926405636155337e-13,1.0999201549566351e-10
7400000000.0,-30.606459663119793,-30.6064596631172,2.5934809855243657e-12,1.777264084938125e-14,3.001332515850663e-11,-1.384242365327054,-1.3842423653272993,-2.453592884421596e-13,7.835532217989667e-14,-5.002220859751105e-12,-1.384242365327054,-1.3842423653272775,-2.2359891715950653e-13,7.768388458966725e-14,-5.002220859751105e-12,-30.920588855007733,-30.92058885492015,8.758149760978995e-11,2.8697001880853095e-13,-2.000888343900442e-11
7450000000.0,-29.327472841544207,-29.32747284154441,-2.0250467969162855e-13,1.016773875110644e-14,1.6996182239381596e-11,-1.3969225798350693,-1.3969225798353753,-3.0597746558669314e-13,6.694608015070855e-14,-4.007461029686965e-12,-1.3969225798350806,-1.3969225798353664,-2.857714065385153e-13,6.597415667034713e-14,-4.007461029686965e-12,-29.518116392001343,-29.51811639192303,7.831246762179944e-11,3.0878325676154086e-13,-1.1499423635541461e-10
7500000000.0,-28.214378972239103,-28.214378972241185,-2.0818902157770935e-12,1.4288303460747402e-14,1.6001422409317456e-11,-1.409883595693373,-1.409883595693753,-3.7991831902672857e-13,7.030648926034395e-14,-4.007461029686965e-12,-1.409883595693373,-1.4098835956937326,-3.594902153736257e-13,6.926032262722301e-14,-4.007461029686965e-12,-28.325557655002655,-28.32555765493708,6.557598908329965e-11,3.1229244607276756e-13,-1.7499246496299747e-10
7550000000.0,-27.262369158138142,-27.262369158140988,-2.8457236567192012e-12,2.0748887105053694e-14,2.000888343900442e-11,-1.4230767455325926,-1.4230767455329798,-3.872457909892546e-13,4.846908734081406e-14,-2.0179413695586845e-12,-1.4230767455325926,-1.4230767455329798,-3.872457909892546e-13,4.0670585050090484e-14,-9.947598300641403e-13,-27.32025860914968,-27.320258609098435,5.1244342103018425e-11,2.962783585873258e-13,-2.0298784875194542e-10
7600000000.0,-26.457168350085688,-26.457168350088264,-2.575717417130363e-12,2.4408988778377868e-14,2.3987922759260982e-11,-1.4364468018831418,-1.4364468018835295,-3.8768988019910466e-13,4.0670585050090484e-14,9.947598300641403e-13,-1.4364468018831418,-1.436446801883509,-3.672617765460018e-13,3.875696191790067e-14,9.947598300641403e-13,-26.4776276729054,-26.47762767286885,3.6550318327499554e-11,2.5988134013029557e-13,-2.0099832909181714e-10
7650000000.0,-25.783781137698362,-25.783781137699965,-1.602273869139026e-12,2.516721902528973e-14,2.5977442419389263e-11,-1.449934080501674,-1.449934080502015,-3.410605131648481e-13,6.805850515449524e-14,4.007461029686965e-12,-1.449934080501674,-1.4499340805019831,-3.090860900556436e-13,6.661312705091369e-14,4.007461029686965e-12,-25.77668182178947,-25.776681821766903,2.2566837287740782e-11,2.0279811769017522e-13,-1.6999024410324637e-10
7700000000.0,-25.229124712935782,-25.229124712936102,-3.197442310920451e-13,2.14141388606033e-14,2.2282620193436742e-11,-1.4634767250419476,-1.463476725042153,-2.0539125955565396e-13,1.0512962415683703e-13,6.991740519879386e-12,-1.463476725041968,-1.463476725042153,-1.8496315590255108e-13,9.035046969058253e-14,5.9969806898152456e-12,-25.20075394664774,-25.200753946637562,1.0178524689763435e-11,1.277091140043078e-13,-1.1499423635541461e-10
7750000000.0,-24.78256592848831,-24.78256592848744,8.704148513061227e-13,1.4126629454020134e-14,1.2789769243681803e-11,-1.4770130803502526,-1.4770130803502732,-2.0650148258027912e-14,1.3264453254791804e-13,8.981260180007666e-12,-1.4770130803502526,-1.4770130803502732,-2.0650148258027912e-14,1.3264453254791804e-13,8.981260180007666e-12,-24.73697561988502,-24.73697561988481,2.0961010704922955e-13,3.8162771536821333e-14,-3.7687186704715714e-11
7800000000.0,-24.435797157419785,-24.43579715741822,1.5631940186722204e-12,1.1020428136723127e-14,-2.1032064978498966e-12,-1.4904840587505739,-1.4904840587503565,2.1738166822160565e-13,1.7781454168947575e-13,1.2022383089060895e-11,-1.4904840587505739,-1.4904840587503565,2.1738166822160565e-13,1.7781454168947575e-13,1.2022383089060895e-11,-24.375577328781475,-24.375577328788147,-6.671996288787341e-12,7.502462565564924e-14,5.590550244960468e-11
7850000000.0,-24.182551400600353,-24.182551400598932,1.4210854715202004e-12,2.528910621242676e-14,-2.148681232938543e-11,-1.503835404871082,-1.5038354048705858,4.96269692007445e-13,2.2555369360298916e-13,1.5006662579253316e-11,-1.503835404871103,-1.503835404870574,5.289102489314246e-13,2.4044394875803394e-13,1.6001422409317456e-11,-24.109280125459236,-24.109280125469148,-9.912071163853398e-12,1.8866126937354976e-13,1.6069634511950426e-10
7900000000.0,-24.018324056393325,-24.018324056393144,1.8118839761882555e-13,4.804068159351901e-14,-4.3712589103961363e-11,-1.5170197695946523,-1.5170197695937704,8.819611707622244e-13,2.771246770671027e-13,1.7962520360015333e-11,-1.5170197695946306,-1.5170197695937613,8.693046282814976e-13,2.767624784008608e-13,1.7962520360015333e-11,-23.932826899354644,-23.93282689936379,-9.14468500923249e-12,3.078780064692707e-13,2.708020474528894e-10
7950000000.0,-23.940150523224574,-23.940150523226915,-2.34123831432953e-12,7.55989024759262e-14,-6.642153493885417e-11,-1.529998512195261,-1.5299985121939785,1.2825296380469808e-12,3.3121224620100047e-13,2.100364326906856e-11,-1.5299985121952404,-1.5299985121940192,1.2212453270876722e-12,3.2901400798406836e-13,2.100364326906856e-11,-23.842639855131146,-23.842639855135307,-4.1602277178753866e-12,4.2688580350186676e-13,3.7971403799019754e-10
8000000000.0,-23.94644762860778,-23.94644762861403,-6.252776074688882e-12,1.0647543948723467e-13,-8.679990060045384e-11,-1.5427431611465512,-1.5427431611448799,1.6713297412707107e-12,3.59680613803677e-13,2.1998403099132702e-11,-1.5427431611465614,-1.5427431611449847,1.5767387395726473e-12,3.42796330804973e-13,2.100364326906856e-11,-23.83657806842823,-23.83657806842326,4.970246436641901e-12,5.404379927652247e-13,4.804974196304101e-10
8050000000.000001,-24.036913042970028,-24.03691304298157,-1.1542766742422828e-11,1.3984758135267223e-13,-1.0231815394945443e-10,-1.5552364779057286,-1.5552364779036307,2.097877427331696e-12,3.920057776318234e-13,2.3021584638627246e-11,-1.5552364779057286,-1.5552364779036723,2.056355086210715e-12,3.8997574631051273e-13,2.3021584638627246e-11,-23.913769138284295,-23.913769138266332,1.7962520360015333e-11,6.434910661361614e-13,5.663025604007998e-10
8100000000.0,-24.21247154630261,-24.212471546320625,-1.801581106519734e-11,1.7386529498461516e-13,-1.0982148523908108e-10,-1.567473083617989,-1.5674730836154926,2.496447493172127e-12,4.125756402466636e-13,2.3021584638627246e-11,-1.5674730836179367,-1.5674730836155872,2.3494539647117563e-12,4.0449971478427196e-13,2.3021584638627246e-11,-24.07449005972746,-24.07449005969311,3.434763584664324e-11,7.313990612887407e-13,6.303935151663609e-10
8150000000.0,-24.47525195334847,-24.47525195337387,-2.5401902803423582e-11,2.071777294419856e-13,-1.0680878403945826e-10,-1.5794596255892521,-1.579459625586459,2.793099085351969e-12,4.287401456423801e-13,2.2993162929196842e-11,-1.5794596255892521,-1.5794596255865434,2.708722135480457e-12,4.1243965016907877e-13,2.1998403099132702e-11,-24.32006944273858,-24.32006944268516,5.341860287444433e-11,8.003764841128812e-13,6.667164598184172e-10
8199999999.999999,-24.82856764395961,-24.828567643993015,-3.340616672176111e-11,2.386350466058665e-13,-9.089262675843202e-11,-1.5912144779850692,-1.5912144779820232,3.0460078903615795e-12,4.221855271874012e-13,2.100364326906856e-11,-1.5912144779851007,-1.591214477982169,2.9316549188251884e-12,4.254681147494992e-13,2.1998403099132702e-11,-24.652771563085814,-24.652771563011658,7.415579261760286e-11,8.474099440432525e-13,6.700133781123441e-10
8250000000.0,-25.2768483438363,-25.27684834387771,-4.141043064009864e-11,2.6589149444955947e-13,-5.999822860758286e-11,-1.6027669890061422,-1.6027669890029363,3.205880005907602e-12,4.124735874565348e-13,1.8985701899509877e-11,-1.6027669890061735,-1.6027669890030503,3.1232794128754904e-12,4.1644487852224584e-13,1.9980461729574017e-11,-25.075594703336304,-25.0755947032409,9.540457313050865e-11,8.703980341722712e-13,6.357936399581376e-10
8300000000.000001,-25.825413731792896,-25.825413731841746,-4.884981308350689e-11,2.8783154081902033e-13,-1.2988721209694631e-11,-1.6141563042253424,-1.614156304222194,3.148370453232019e-12,3.9848196887565346e-13,1.801936377887614e-11,-1.6141563042253526,-1.6141563042222764,3.0762059566313837e-12,3.932139754146387e-13,1.801936377887614e-11,-25.59185636183681,-25.591856361721096,1.1571543723221112e-10,8.687071364409442e-13,5.614140263787704e-10
8350000000.0,-26.47985317443119,-26.479853174486156,-5.496403332472255e-11,3.030802627579355e-13,5.118749868415762e-11,-1.6254298123192852,-1.6254298123159863,3.29891669537119e-12,3.826286852908537e-13,1.5006662579253316e-11,-1.6254298123192221,-1.6254298123161655,3.056666031397981e-12,3.7267600625883514e-13,1.602984411874786e-11,-26.204315502855806,-26.2043155027225,1.333049226559524e-10,8.420986727656103e-13,4.4519765651784837e-10
8400000000.0,-27.244500308951185,-27.244500309009947,-5.876188424736029e-11,3.102268341593721e-13,1.3139356269675773e-10,-1.6366412745289238,-1.6366412745258292,3.0946356588401613e-12,3.498234530261606e-13,1.3017142919125035e-11,-1.636641274528892,-1.636641274525977,2.915001573455811e-12,3.355814565259923e-13,1.3017142919125035e-11,-26.913340628551996,-26.9133406284058,1.4619772059631941e-10,7.926912384108694e-13,2.886793026846135e-10
8449999999.999999,-28.118908551533938,-28.118908551593037,-5.909939204684633e-11,3.0856766837335477e-13,2.2518520381709095e-10,-1.647848712285791,-1.6478487122829357,2.8552715747309776e-12,3.0788782629814584e-13,1.000444171950221e-11,-1.6478487122858143,-1.647848712283104,2.710276447714932e-12,3.0297239937698087e-13,1.0999201549566351e-11,-27.713189159286543,-27.71318915913468,1.518642989140062e-10,7.227987026083138e-13,9.740119821799453e-11
8500000000.0,-29.090114791688293,-29.090114791743005,-5.4711790653527714e-11,2.9836112838619803e-13,3.2670754990249407e-10,-1.6591121379523655,-1.6591121379498208,2.5446311724408588e-12,2.6692911104841707e-13,7.787548383930698e-12,-1.6591121379524285,-1.659112137949947,2.48157050464215e-12,2.65944355250236e-13,8.498091119690798e-12,-28.584795409492493,-28.58479540934509,1.4740209053343278e-10,6.360295566558484e-13,-1.1539214028744027e-10
8550000000.000001,-30.116938925220925,-30.11693892526494,-4.4014569766659406e-11,2.7956196878492197e-13,4.233982053847285e-10,-1.6704912210287146,-1.6704912210265253,2.1893598045608087e-12,2.2203804141747347e-13,5.4001247917767614e-12,-1.6704912210287342,-1.6704912210267464,1.9877433032888803e-12,2.0763317558245815e-13,5.9969806898152456e-12,-29.483087742149433,-29.483087742019407,1.3002576793041953e-10,5.368234881714117e-13,-3.2289904083881993e-10
8600000000.0,-31.103403141355095,-31.103403141381477,-2.638245177877252e-11,2.531683941304856e-13,4.90899765281938e-10,-1.6820429859624562,-1.6820429859606985,1.7577050925865478e-12,1.7345611149147271e-13,3.296918293926865e-12,-1.6820429859625416,-1.682042985960909,1.6326939800137552e-12,1.6630528127951367e-13,4.206412995699793e-12,-30.31942145352028,-30.31942145342154,9.874057127490232e-11,4.2986174015750825e-13,-4.781952611665474e-10
8650000000.0,-31.873418950559525,-31.87341895056385,-4.32365254710021e-12,2.2123283663873553e-13,4.964988420397276e-10,-1.6938196375040393,-1.693819637502634,1.4053203045705231e-12,1.3456805313421477e-13,1.3926637620897964e-12,-1.6938196375039862,-1.6938196375027315,1.254774062431352e-12,1.2424073083885226e-13,2.5011104298755527e-12,-30.951919062294706,-30.951919062236293,5.841371830683784e-11,3.2064917976240365e-13,-5.213109943724703e-10
8700000000.0,-32.20195066583682,-32.20195066582199,1.482902689531329e-11,1.857582349757221e-13,4.22517132392386e-10,-1.7058666051478495,-1.7058666051468672,9.823253321883385e-13,9.310226291535387e-14,3.979039320256561e-13,-1.7058666051478812,-1.7058666051469409,9.403589018575076e-13,9.14258380878203e-14,1.4779288903810084e-12,-31.21818107700728,-31.218181076985346,2.1934454252914293e-11,2.1426862422270515e-13,-4.225739758112468e-10
8750000000.0,-31.957132128607814,-31.957132128584828,2.298605750183924e-11,1.502170812989454e-13,3.0536284612026066e-10,-1.7182208895773674,-1.718220889576606,7.613909502879324e-13,7.186676967732262e-14,-1.1368683772161603e-13,-1.7182208895772617,-1.7182208895766482,6.135092434078615e-13,5.800423916204414e-14,-1.1368683772161603e-13,-31.028531447102104,-31.02853144709904,3.062439191126032e-12,1.159867222988282e-13,-2.3570123630634043e-10
8800000000.0,-31.2239327776904,-31.22393277766968,2.071942617476452e-11,1.19262333204336e-13,2.0793322619283572e-10,-1.7309097813960739,-1.7309097813957668,3.070876886113183e-13,3.610244016943569e-14,-1.5063505998114124e-12,-1.7309097813961374,-1.7309097813958836,2.537969834293108e-13,2.5475022306178225e-14,-5.968558980384842e-13,-30.438293622732402,-30.438293622728736,3.666400516522117e-12,3.673988066732433e-14,-6.571099220309407e-11
8850000000.0,-30.221473655722562,-30.221473655708024,1.453770437365165e-11,9.852632046484529e-14,1.559783413540572e-10,-1.7439500062588384,-1.7439500062587643,7.416289804496046e-14,1.9795933436445517e-14,-1.3073986337985843e-12,-1.7439500062588809,-1.7439500062587312,1.496580637194711e-13,1.9988023179882253e-14,-9.947598300641403e-13,-29.601747902107412,-29.601747902093294,1.411848415955319e-11,5.584160545744701e-14,2.589217729109805e-11
8900000000.0,-29.144271759964,-29.144271759954616,9.382716825712123e-12,9.267892029557906e-14,1.39010580824106e-10,-1.7573473314914176,-1.757347331491428,-1.0436096431476471e-14,1.8605761256232954e-14,-1.3073986337985843e-12,-1.7573473314914176,-1.757347331491492,-7.438494264988549e-14,1.5895199174603545e-14,-9.947598300641403e-13,-28.67204638037284,-28.672046380348114,2.4726887204451486e-11,1.0864697778820641e-13,4.3996806198265404e-11
8950000000.0,-28.105849844189006,-28.105849844182245,6.760814130757353e-12,9.693713665548265e-14,1.339799382549245e-10,-1.7710966483383523,-1.7710966483385224,-1.7008616737257398e-13,4.0304612875902535e-14,-2.6147972675971687e-12,-1.7710966483383523,-1.7710966483384596,-1.0724754417879012e-13,2.7508674073551775e-14,-1.8189894035458565e-12,-27.751748164009207,-27.75174816397844,3.076650045841234e-11,1.4573061016410683e-13,1.8985701899509877e-11
9000000000.0,-27.157487785421317,-27.1574877854152,6.117772954894463e-12,1.0493828826193841e-13,1.3099565876473207e-10,-1.785182522113773,-1.7851825221139872,-2.142730437526552e-13,3.725224277543837e-14,-2.2168933355715126e-12,-1.785182522113773,-1.785182522113805,-3.197442310920451e-14,3.7157035014822785e-14,-2.6147972675971687e-12,-26.8955026955813,-26.895502695549673,3.162625716868206e-11,1.6542720834262012e-13,-2.100364326906856e-11
9050000000.0,-26.316736592751266,-26.316736592744704,6.561862164744525e-12,1.083819052454888e-13,1.2101963875466026e-10,-1.799580180893021,-1.7995801808931717,-1.5076828674409626e-13,4.0775273945939775e-14,-2.7000623958883807e-12,-1.799580180893021,-1.799580180893086,-6.505906924303417e-14,4.010180276560211e-14,-2.7853275241795927e-12,-26.127609670818792,-26.12760967079044,2.8350655156827997e-11,1.6852063585233393e-13,-5.701394911739044e-11
9100000000.0,-25.5856192763377,-25.585619276330476,7.222666909001418e-12,1.0579233264141887e-13,1.049897946359124e-10,-1.8142568930481011,-1.8142568930482084,-1.0724754417879012e-13,4.922324371794314e-14,-3.410605131648481e-12,-1.8142568930481011,-1.8142568930482403,-1.3922196728799463e-13,5.391744710847709e-14,-3.694822225952521e-12,-25.456263112365352,-25.45626311234284,2.2513546582558774e-11,1.573100245335598e-13,-8.049028110690415e-11
9150000000.0,-24.95985526915891,-24.95985526915147,7.44293515708705e-12,9.593690778451162e-14,8.401457307627425e-11,-1.8291736659119828,-1.8291736659120055,-2.2648549702353193e-14,5.236278946834818e-14,-3.694822225952521e-12,-1.8291736659118651,-1.829173665911876,-1.0880185641326534e-14,5.3749594849350004e-14,-3.808509063674137e-12,-24.881992534046265,-24.881992534030644,1.5621282045685803e-11,1.3487385127977693e-13,-8.810729923425242e-11
9200000000.0,-24.43310876987634,-24.433108769869477,6.863842827442568e-12,7.907242092151595e-14,6.042455424903892e-11,-1.8442871829965022,-1.8442871829965126,-1.0436096431476471e-14,6.208978719080705e-14,-4.405364961712621e-12,-1.8442871829964482,-1.8442871829965666,-1.1834977442504169e-13,6.308890570650484e-14,-4.405364961712621e-12,-24.40209343124262,-24.402093431233737,8.881784197001252e-12,1.0493891272369232e-13,-8.080291991063859e-11
9250000000.0,-23.998829132568197,-23.998829132562832,5.364597654988756e-12,5.6322902333662227e-14,3.68913788406644e-11,-1.8595518861257354,-1.859551886125682,5.3512749786932545e-14,6.795381202131072e-14,-4.803268893738277e-12,-1.8595518861257354,-1.859551886125541,1.9451107391432743e-13,7.808163018744383e-14,-5.4001247917767614e-12,-24.01282279592988,-24.012822795926656,3.2223113066720543e-12,7.207533003285672e-14,-6.201616997714154e-11
9300000000.0,-23.65098324501811,-23.650983245014974,3.1370461783808423e-12,3.063028638437832e-14,1.6910917111090384e-11,-1.8749221019867612,-1.8749221019867504,1.0880185641326534e-14,7.897973894198164e-14,-5.6274984672199935e-12,-1.8749221019866644,-1.874922101986578,8.637535131583718e-14,9.584555504728073e-14,-6.792788553866558e-12,-23.710446801903835,-23.71044680190462,-7.851497230149107e-13,4.174536625414746e-14,-3.629452294262592e-11
9350000000.0,-23.384288351662413,-23.384288351661915,4.973799150320701e-13,5.0359788922161584e-15,2.7000623958883807e-12,-1.8903541101434362,-1.8903541101433823,5.395683899678261e-14,7.582311713397733e-14,-5.4001247917767614e-12,-1.8903541101433823,-1.8903541101433499,3.241851231905457e-14,8.865010930049477e-14,-6.30961949354969e-12,-23.491719493008667,-23.491719493011622,-2.9558577807620168e-12,2.4870724137899208e-14,-8.498091119690798e-12
9400000000.0,-23.19422068208543,-23.194220682087522,-2.092548356813495e-12,1.7560584605197475e-14,-4.490630090003833e-12,-1.9058080514695444,-1.9058080514697606,-2.162714451969805e-13,8.098100990120284e-14,-5.5990767577895895e-12,-1.9058080514695444,-1.905808051469654,-1.0969003483296547e-13,8.053308364775169e-14,-5.6843418860808015e-12,-23.35408430943854,-23.35408430944181,-3.268496584496461e-12,3.228499933738801e-14,1.659827830735594e-11
9450000000.0,-23.07692010607218,-23.076920106076287,-4.106937012693379e-12,3.3804102151184074e-14,-5.172751116333529e-12,-1.9212495820851083,-1.9212495820852273,-1.1901590823981678e-13,8.32668933801739e-14,-5.9117155615240335e-12,-1.9212495820851083,-1.9212495820851516,-4.3298697960381105e-14,8.81825345256145e-14,-6.30961949354969e-12,-23.295741105160467,-23.295741105162527,-2.0605739337042905e-12,4.461802880549488e-14,3.4788172342814505e-11
9500000000.0,-23.029038380816576,-23.029038380821625,-5.048406137575512e-12,4.1006734615154694e-14,-1.0800249583553523e-12,-1.9366511878967294,-1.9366511878970114,-2.8199664825478976e-13,6.283717655260778e-14,-4.092726157978177e-12,-1.9366511878967294,-1.9366511878969896,-2.602362769721367e-13,6.334561812320587e-14,-4.206412995699793e-12,-23.315644930237784,-23.31564493023757,2.1316282072803006e-13,5.126250862391671e-14,4.3002046368201263e-11
9550000000.0,-23.047543202698478,-23.04754320270307,-4.593658786689048e-12,3.762606437795726e-14,4.604316927725449e-12,-1.951993088414863,-1.9519930884151564,-2.9332092310596636e-13,6.060363676579935e-14,-3.893774191965349e-12,-1.951993088414841,-1.9519930884151564,-3.1530333899354446e-13,5.3176090178462776e-14,-3.211653165635653e-12,-23.4134620635683,-23.41346206356537,2.9309887850104133e-12,5.2242732786123053e-14,3.9904080040287226e-11
9600000000.0,-23.129471547856703,-23.12947154785933,-2.62545540863357e-12,2.3134310778755192e-14,7.787548383930698e-12,-1.9672636751818517,-1.9672636751820054,-1.5365486660812167e-13,2.6431703297108165e-14,-1.5916157281026244e-12,-1.9672636751818517,-1.9672636751820054,-1.5365486660812167e-13,2.6431703297108165e-14,-1.5916157281026244e-12,-23.589483533626616,-23.589483533621166,5.4498627832799684e-12,5.103274291775225e-14,2.5693225325085223e-11
9650000000.0,-23.271614500236883,-23.27161450023628,6.039613253960852e-13,6.9421405467175296e-15,4.206412995699793e-12,-1.9824594495018153,-1.98245944950187,-5.46229728115577e-14,7.589411837077887e-15,-3.979039320256561e-13,-1.9824594495018153,-1.9824594495020442,-2.289279876777073e-13,2.216223186218465e-14,-5.115907697472721e-13,-23.844474973958487,-23.84447497395137,7.116085498637403e-12,5.2661358366801175e-14,2.1032064978498966e-12
9700000000.0,-23.470108582573218,-23.470108582568724,4.494182803682634e-12,3.641082623486486e-14,-9.379164112033322e-12,-1.9975844457135619,-1.99758444571354,2.1760371282653068e-14,2.0471501066083613e-15,0.0,-1.9975844457135619,-1.9975844457135947,-3.2862601528904634e-14,3.3399081181809284e-15,1.1368683772161603e-13,-24.17941534880837,-24.1794153488009,7.467804152838653e-12,6.051986353986761e-14,-2.6915358830592595e-11
9750000000.0,-23.71990621936139,-23.719906219353327,8.064660050877137e-12,7.155390118933625e-14,-3.359446054673754e-11,-2.0126491495012413,-2.0126491495008474,3.9390712913700554e-13,3.6628485364411435e-14,5.115907697472721e-13,-2.0126491495012413,-2.012649149501144,9.725553695716371e-14,1.7656124277946606e-14,1.0800249583553523e-12,-24.595036464744197,-24.59503646473799,6.206590796864475e-12,7.123521236345336e-14,-5.587708074017428e-11
9800000000.0,-24.014105547578236,-24.014105547568004,1.0231815394945443e-11,1.0309896600024777e-13,-6.508571459562518e-11,-2.027668945146229,-2.027668945145714,5.151434834260726e-13,4.793965646407297e-14,7.105427357601002e-13,-2.0276689451463055,-2.0276689451460754,2.3003821070233244e-13,2.507851037520163e-14,9.947598300641403e-13,-25.09100801102296,-25.091008011019547,3.4141578453272814e-12,7.884238434982182e-14,-7.79891706770286e-11
9850000000.0,-24.343148809837384,-24.34314880982733,1.0054179711005418e-11,1.218685854333074e-13,-9.410427992406767e-11,-2.04266215053756,-2.042662150536777,7.833733661755105e-13,7.144567673837186e-14,-3.979039320256561e-13,-2.0426621505376246,-2.0426621505369758,6.488143355909415e-13,5.926108542765455e-14,2.8421709430404007e-13,-25.664504863892994,-25.664504863893256,-2.6290081223123707e-13,7.820215971012645e-14,-8.600409273640253e-11
