candidate,center_spacing_mm,s11_db,s21_db,s22_db,peak_realized_gain_dbi,accepted_power_fraction_port1,decision
accepted_mx210,210,-19.639409643284,-20.7374163995843,-19.8236655264475,7.056620479663,0.9891342668344996,accepted_candidate
folded_100mm_gap3,100,-0.0132717549444503,-55.5655799846088,-0.0396347446558553,-17.1040860035112,0.003051269894229436,rejected
